Gattung,GewogenAm,TVD,GewichtBezahlt
640 - SPG Stierkalb,2017-12-01,120.1374.5081.2,75
640 - SPG Stierkalb,2017-12-01,120.1374.5080.5,75
640 - SPG Stierkalb,2017-12-01,120.1374.5079.9,75
640 - SPG Stierkalb,2017-12-01,120.1399.5378.6,75
640 - SPG Stierkalb,2017-12-01,120.1379.9537.5,75
640 - SPG Stierkalb,2017-12-01,120.1349.3849.8,75
640 - SPG Stierkalb,2017-12-01,120.1300.5094.1,75
640 - SPG Stierkalb,2017-12-01,120.1343.4851.8,75
640 - SPG Stierkalb,2017-12-01,120.1387.0812.7,75
640 - SPG Stierkalb,2017-12-01,120.1366.5378.8,75
650 - SPG Kuhkalb,2017-12-01,120.1265.9760.3,75
650 - SPG Kuhkalb,2017-12-01,120.1382.1527.4,75
650 - SPG Kuhkalb,2017-12-01,120.1382.0472.8,75
650 - SPG Kuhkalb,2017-12-01,120.1368.0957.4,75
650 - SPG Kuhkalb,2017-12-01,120.1364.9976.8,75
650 - SPG Kuhkalb,2017-12-01,120.1367.9784.0,75
650 - SPG Kuhkalb,2017-12-01,120.1326.0049.6,75
650 - SPG Kuhkalb,2017-12-01,120.1326.0048.9,75
650 - SPG Kuhkalb,2017-12-01,120.1326.0047.2,75
650 - SPG Kuhkalb,2017-12-01,120.1372.6405.1,75
650 - SPG Kuhkalb,2017-12-01,120.1348.3181.2,75
650 - SPG Kuhkalb,2017-12-01,120.1386.0824.3,75
650 - SPG Kuhkalb,2017-12-01,120.13472803.7,75
650 - SPG Kuhkalb,2017-12-01,120.1391.3103.0,75
650 - SPG Kuhkalb,2017-12-01,120.1349.2354.8,75
650 - SPG Kuhkalb,2017-12-01,120.1364.8196.1,75
650 - SPG Kuhkalb,2017-12-01,120.1352.9407.4,75
650 - SPG Kuhkalb,2017-12-01,120.1346.8986.4,75
650 - SPG Kuhkalb,2017-12-01,120.1379.9535.1,75
650 - SPG Kuhkalb,2017-12-01,120.1379.9540.5,75
650 - SPG Kuhkalb,2017-12-01,120.1362.2541.1,75
650 - SPG Kuhkalb,2017-12-01,120.1349.3848.1,75
650 - SPG Kuhkalb,2017-12-01,120.1390.9371.0,75
650 - SPG Kuhkalb,2017-12-01,120.1354.2752.6,75
650 - SPG Kuhkalb,2017-12-01,120.1267.3671.2,75
650 - SPG Kuhkalb,2017-12-01,120.1366.4103.7,75
650 - SPG Kuhkalb,2017-12-01,120.1332.4622.8,75
650 - SPG Kuhkalb,2017-12-01,120.1331.5321.2,75
650 - SPG Kuhkalb,2017-12-01,120.1331.5322.9,75
650 - SPG Kuhkalb,2017-12-01,120.1349.7064.1,75
640 - SPG Stierkalb,2017-12-08,120.1332.7738.3,51
650 - SPG Kuhkalb,2017-12-08,120.1383.5203.0,55
650 - SPG Kuhkalb,2017-12-08,120.1360.3877.6,58
640 - SPG Stierkalb,2017-12-08,120.1393.5721.8,62
650 - SPG Kuhkalb,2017-12-08,120.1358.9712.1,63
640 - SPG Stierkalb,2017-12-08,120.1388.8561.3,64
640 - SPG Stierkalb,2017-12-08,120.1362.7162.3,64
640 - SPG Stierkalb,2017-12-08,120.1296.8856.8,65
650 - SPG Kuhkalb,2017-12-08,120.1317.8432.6,65
650 - SPG Kuhkalb,2017-12-08,120.1386.0826.7,65
650 - SPG Kuhkalb,2017-12-08,1201343.8362.5,65
650 - SPG Kuhkalb,2017-12-08,120.1317.8433.3,66
650 - SPG Kuhkalb,2017-12-08,120.1379.6522.4,66
650 - SPG Kuhkalb,2017-12-08,120.1365.4021.7,66
650 - SPG Kuhkalb,2017-12-08,120.1391.7476.1,67
650 - SPG Kuhkalb,2017-12-08,1201362.4216.6,67
640 - SPG Stierkalb,2017-12-08,120.1385.5642.1,68
640 - SPG Stierkalb,2017-12-08,120.1385.0791.1,68
640 - SPG Stierkalb,2017-12-08,120.1359.0913.8,68
640 - SPG Stierkalb,2017-12-08,120.1296.9715.7,69
640 - SPG Stierkalb,2017-12-08,120.1339.5730.8,69
640 - SPG Stierkalb,2017-12-08,120.1379.1123.8,69
650 - SPG Kuhkalb,2017-12-08,120.1385.6142.5,69
650 - SPG Kuhkalb,2017-12-08,120.1373.8729.3,69
640 - SPG Stierkalb,2017-12-08,120.1365.4018.7,70
640 - SPG Stierkalb,2017-12-08,120.1365.4020.0,70
640 - SPG Stierkalb,2017-12-08,120.1387.4517.7,70
640 - SPG Stierkalb,2017-12-08,120.1339.3558.0,70
640 - SPG Stierkalb,2017-12-08,120.1385.0793.5,70
650 - SPG Kuhkalb,2017-12-08,120.1337.6245.2,70
650 - SPG Kuhkalb,2017-12-08,120.1379.6433.3,70
650 - SPG Kuhkalb,2017-12-08,120.1397.4339.4,70
650 - SPG Kuhkalb,2017-12-08,120.1387.8670.5,70
650 - SPG Kuhkalb,2017-12-08,120.1375.5912.6,70
650 - SPG Kuhkalb,2017-12-08,120.1390.9375.8,70
640 - SPG Stierkalb,2017-12-08,120.1343.8363.2,71
640 - SPG Stierkalb,2017-12-08,120.1354.0389.6,71
650 - SPG Kuhkalb,2017-12-08,120.1362.4218.0,71
640 - SPG Stierkalb,2017-12-08,120.1200.9189.3,72
650 - SPG Kuhkalb,2017-12-08,120.1389.4282.8,72
650 - SPG Kuhkalb,2017-12-08,120.1324.3337.7,72
640 - SPG Stierkalb,2017-12-08,120.1380.7735.3,73
640 - SPG Stierkalb,2017-12-08,120.1359.6761.9,73
650 - SPG Kuhkalb,2017-12-08,120.1370.5315.0,73
650 - SPG Kuhkalb,2017-12-08,120.1388.9602.2,73
640 - SPG Stierkalb,2017-12-08,120.1311.0921.1,74
650 - SPG Kuhkalb,2017-12-08,120.1327.2119.1,74
650 - SPG Kuhkalb,2017-12-08,120.1289.2601.2,74
640 - SPG Stierkalb,2017-12-08,120.1296.9714.0,75
640 - SPG Stierkalb,2017-12-08,120.1277.7525.3,75
640 - SPG Stierkalb,2017-12-08,120.1283.8333.4,75
640 - SPG Stierkalb,2017-12-08,120.1283.8331.0,75
640 - SPG Stierkalb,2017-12-08,120.1393.5720.1,75
640 - SPG Stierkalb,2017-12-08,120.1351.9550.0,75
640 - SPG Stierkalb,2017-12-08,120.1351.9551.7,75
640 - SPG Stierkalb,2017-12-08,120.1257.3127.5,75
640 - SPG Stierkalb,2017-12-08,120.1137.4605.2,75
640 - SPG Stierkalb,2017-12-08,120.1322.9860.0,75
640 - SPG Stierkalb,2017-12-08,120.1322.9849.5,75
640 - SPG Stierkalb,2017-12-08,120.1400.2637.0,75
640 - SPG Stierkalb,2017-12-08,120.1400.2640.0,75
640 - SPG Stierkalb,2017-12-08,120.1400.2643.1,75
640 - SPG Stierkalb,2017-12-08,120.1338.4383.0,75
640 - SPG Stierkalb,2017-12-08,120.1385.6144.9,75
640 - SPG Stierkalb,2017-12-08,120.1358.9709.1,75
640 - SPG Stierkalb,2017-12-08,120.1246.1440.1,75
640 - SPG Stierkalb,2017-12-08,120.1346.6845.6,75
640 - SPG Stierkalb,2017-12-08,120.1391.3106.1,75
640 - SPG Stierkalb,2017-12-08,120.1391.3107.8,75
640 - SPG Stierkalb,2017-12-08,120.1394.5947.9,75
640 - SPG Stierkalb,2017-12-08,120.1358.2227.7,75
640 - SPG Stierkalb,2017-12-08,120.1211.0199.7,75
640 - SPG Stierkalb,2017-12-08,120.1361.4157.5,75
640 - SPG Stierkalb,2017-12-08,120.1377.6611.1,75
640 - SPG Stierkalb,2017-12-08,120.1367.3275.9,75
640 - SPG Stierkalb,2017-12-08,120.1390.1367.1,75
640 - SPG Stierkalb,2017-12-08,120.1367.6967.0,75
640 - SPG Stierkalb,2017-12-08,120.1381.2525.2,75
640 - SPG Stierkalb,2017-12-08,120.1294.9702.3,75
640 - SPG Stierkalb,2017-12-08,120.1369.4228.8,75
640 - SPG Stierkalb,2017-12-08,120.1381.6267.7,75
640 - SPG Stierkalb,2017-12-08,120.1381.6268.4,75
640 - SPG Stierkalb,2017-12-08,120.1326.1933.7,75
640 - SPG Stierkalb,2017-12-08,120.1317.1008.0,75
640 - SPG Stierkalb,2017-12-08,120.1200.9185.5,75
640 - SPG Stierkalb,2017-12-08,120.1393.5779.9,75
640 - SPG Stierkalb,2017-12-08,120.1287.5702.9,75
640 - SPG Stierkalb,2017-12-08,120.1383.4783.8,75
640 - SPG Stierkalb,2017-12-08,120.1379.5861.5,75
640 - SPG Stierkalb,2017-12-08,120.1391.1506.1,75
640 - SPG Stierkalb,2017-12-08,120.1311.0922.8,75
640 - SPG Stierkalb,2017-12-08,120.1387.4515.3,75
640 - SPG Stierkalb,2017-12-08,120.1362.1389.0,75
640 - SPG Stierkalb,2017-12-08,120.1362.1390.6,75
640 - SPG Stierkalb,2017-12-08,120.1225.7522.3,75
640 - SPG Stierkalb,2017-12-08,120.1359.6760.2,75
640 - SPG Stierkalb,2017-12-08,120.1359.6763.3,75
640 - SPG Stierkalb,2017-12-08,120.1131.1351.9,75
640 - SPG Stierkalb,2017-12-08,120.1131.1350.2,75
640 - SPG Stierkalb,2017-12-08,120.1373.8138.3,75
640 - SPG Stierkalb,2017-12-08,120.1373.8139.0,75
640 - SPG Stierkalb,2017-12-08,120.1373.8141.3,75
640 - SPG Stierkalb,2017-12-08,120.1373.8137.6,75
640 - SPG Stierkalb,2017-12-08,120.1358.2353.3,75
650 - SPG Kuhkalb,2017-12-08,120.1305.0706.3,75
650 - SPG Kuhkalb,2017-12-08,120.1337.6246.9,75
650 - SPG Kuhkalb,2017-12-08,120.1389.6656.5,75
650 - SPG Kuhkalb,2017-12-08,120.1269.7890.7,75
650 - SPG Kuhkalb,2017-12-08,120.1391.3099.6,75
650 - SPG Kuhkalb,2017-12-08,120.1359.1284.8,75
650 - SPG Kuhkalb,2017-12-08,120.1303.9845.6,75
650 - SPG Kuhkalb,2017-12-08,120.1294.0215.7,75
650 - SPG Kuhkalb,2017-12-08,120.1333.9024.2,75
650 - SPG Kuhkalb,2017-12-08,120.1354.2853.0,75
650 - SPG Kuhkalb,2017-12-08,120.1399.5380.9,75
650 - SPG Kuhkalb,2017-12-08,120.1369.4226.4,75
650 - SPG Kuhkalb,2017-12-08,120.1381.6266.0,75
650 - SPG Kuhkalb,2017-12-08,120.1284.3274.2,75
650 - SPG Kuhkalb,2017-12-08,120.1383.5004.3,75
650 - SPG Kuhkalb,2017-12-08,120.1287.5701.2,75
650 - SPG Kuhkalb,2017-12-08,120.1398.5146.4,75
650 - SPG Kuhkalb,2017-12-08,120.1380.9243.1,75
650 - SPG Kuhkalb,2017-12-08,120.1358.2350.2,75
640 - SPG Stierkalb,2017-12-15,120.1385.7565.1,56
640 - SPG Stierkalb,2017-12-15,120.1364.0408.3,60
650 - SPG Kuhkalb,2017-12-15,120.1198.6872.7,60
640 - SPG Stierkalb,2017-12-15,120.1350.2766.5,61
640 - SPG Stierkalb,2017-12-15,120.1289.5838.9,62
650 - SPG Kuhkalb,2017-12-15,120.1358.9714.5,62
650 - SPG Kuhkalb,2017-12-15,120.1389.6829.3,62
640 - SPG Stierkalb,2017-12-15,120.1375.6537.0,63
640 - SPG Stierkalb,2017-12-15,120.1353.0369.1,63
650 - SPG Kuhkalb,2017-12-15,120.1389.6832.3,63
640 - SPG Stierkalb,2017-12-15,120.1388.4823.6,64
650 - SPG Kuhkalb,2017-12-15,120.1379.3580.7,64
650 - SPG Kuhkalb,2017-12-15,120.1358.9713.8,64
650 - SPG Kuhkalb,2017-12-15,120.1388.9606.0,64
650 - SPG Kuhkalb,2017-12-15,120.1327.1583.1,64
650 - SPG Kuhkalb,2017-12-15,120.1368.4742.2,64
650 - SPG Kuhkalb,2017-12-15,120.1368.4743.9,64
640 - SPG Stierkalb,2017-12-15,120.1351.9552.4,65
640 - SPG Stierkalb,2017-12-15,120.1358.9715.2,65
650 - SPG Kuhkalb,2017-12-15,120.1332.4837.6,65
650 - SPG Kuhkalb,2017-12-15,120.1216.6608.3,65
650 - SPG Kuhkalb,2017-12-15,120.1387.7759.8,65
640 - SPG Stierkalb,2017-12-15,120.1357.2580.6,66
650 - SPG Kuhkalb,2017-12-15,120.1405.8321.7,66
640 - SPG Stierkalb,2017-12-15,120.1381.3331.8,67
640 - SPG Stierkalb,2017-12-15,120.1385.7564.4,67
640 - SPG Stierkalb,2017-12-15,120.1343.0053.0,67
650 - SPG Kuhkalb,2017-12-15,120.1387.7762.8,67
640 - SPG Stierkalb,2017-12-15,120.1358.9716.9,68
650 - SPG Kuhkalb,2017-12-15,120.1380.9249.3,68
650 - SPG Kuhkalb,2017-12-15,120.1327.1584.8,68
640 - SPG Stierkalb,2017-12-15,120.1358.9717.6,69
640 - SPG Stierkalb,2017-12-15,120.1357.3365.8,69
640 - SPG Stierkalb,2017-12-15,120.1343.0051.6,69
650 - SPG Kuhkalb,2017-12-15,120.1375.6536.3,69
640 - SPG Stierkalb,2017-12-15,120.1312.1787.9,70
640 - SPG Stierkalb,2017-12-15,120.1315.1734.4,70
640 - SPG Stierkalb,2017-12-15,120.1368.9695.6,70
640 - SPG Stierkalb,2017-12-15,120.1393.5783.6,70
650 - SPG Kuhkalb,2017-12-15,120.1352.6009.3,70
650 - SPG Kuhkalb,2017-12-15,120.1357.3367.2,70
650 - SPG Kuhkalb,2017-12-15,120.1338.3848.5,70
650 - SPG Kuhkalb,2017-12-15,120.1354.0388.9,70
650 - SPG Kuhkalb,2017-12-15,120.1360.1145.8,70
640 - SPG Stierkalb,2017-12-15,120.1390.5776.7,71
640 - SPG Stierkalb,2017-12-15,120.1391.3111.5,71
640 - SPG Stierkalb,2017-12-15,120.1407.8917.6,72
640 - SPG Stierkalb,2017-12-15,120.1368.0962.8,72
650 - SPG Kuhkalb,2017-12-15,120.1252.1969.8,72
650 - SPG Kuhkalb,2017-12-15,120.1367.2782.3,72
640 - SPG Stierkalb,2017-12-15,120.1324.3154.0,73
640 - SPG Stierkalb,2017-12-15,120.1353.3069.7,73
650 - SPG Kuhkalb,2017-12-15,120.1334.3836.4,73
650 - SPG Kuhkalb,2017-12-15,120.0171.8825.5,73
650 - SPG Kuhkalb,2017-12-15,120.1300.8537.0,73
640 - SPG Stierkalb,2017-12-15,120.1368.9693.2,74
640 - SPG Stierkalb,2017-12-15,120.1309.7950.1,74
640 - SPG Stierkalb,2017-12-15,120.1393.9170.0,74
650 - SPG Kuhkalb,2017-12-15,120.1403.9186.7,74
640 - SPG Stierkalb,2017-12-15,120.1371.2251.1,75
640 - SPG Stierkalb,2017-12-15,120.1375.5913.3,75
640 - SPG Stierkalb,2017-12-15,120.1312.7757.6,75
640 - SPG Stierkalb,2017-12-15,120.1383.9885.4,75
640 - SPG Stierkalb,2017-12-15,120.1385.2067.5,75
640 - SPG Stierkalb,2017-12-15,120.1400.2645.5,75
640 - SPG Stierkalb,2017-12-15,120.1400.2646.2,75
640 - SPG Stierkalb,2017-12-15,120.1357.9848.0,75
640 - SPG Stierkalb,2017-12-15,120.1351.9553.1,75
640 - SPG Stierkalb,2017-12-15,120.1305.7059.3,75
640 - SPG Stierkalb,2017-12-15,120.1379.4207.2,75
640 - SPG Stierkalb,2017-12-15,120.1398.2594.6,75
640 - SPG Stierkalb,2017-12-15,120.1311.4101.3,75
640 - SPG Stierkalb,2017-12-15,120.1373.7905.2,75
640 - SPG Stierkalb,2017-12-15,120.1373.7907.6,75
640 - SPG Stierkalb,2017-12-15,120.1342.5552.6,75
640 - SPG Stierkalb,2017-12-15,120.1332.4838.3,75
640 - SPG Stierkalb,2017-12-15,120.1338.4382.3,75
640 - SPG Stierkalb,2017-12-15,120.1338.4385.4,75
640 - SPG Stierkalb,2017-12-15,120.1350.4483.9,75
640 - SPG Stierkalb,2017-12-15,120.1357.3366.5,75
640 - SPG Stierkalb,2017-12-15,120.1340.2027.8,75
640 - SPG Stierkalb,2017-12-15,120.1373.6597.0,75
640 - SPG Stierkalb,2017-12-15,120.1280.5794.5,75
640 - SPG Stierkalb,2017-12-15,120.1338.3849.2,75
640 - SPG Stierkalb,2017-12-15,120.1334.3837.1,75
640 - SPG Stierkalb,2017-12-15,120.1392.7884.1,75
640 - SPG Stierkalb,2017-12-15,120.1386.0828.1,75
640 - SPG Stierkalb,2017-12-15,120.1330.9357.0,75
640 - SPG Stierkalb,2017-12-15,120.1372.0010.3,75
640 - SPG Stierkalb,2017-12-15,120.1371.8032.0,75
640 - SPG Stierkalb,2017-12-15,120.1328.9335.5,75
640 - SPG Stierkalb,2017-12-15,120.1346.5941.6,75
640 - SPG Stierkalb,2017-12-15,120.1311.4125.9,75
640 - SPG Stierkalb,2017-12-15,120.1311.4126.6,75
640 - SPG Stierkalb,2017-12-15,120.1311.4127.3,75
640 - SPG Stierkalb,2017-12-15,120.1353.3066.6,75
640 - SPG Stierkalb,2017-12-15,120.1401.7442.2,75
640 - SPG Stierkalb,2017-12-15,120.1393.5782.9,75
640 - SPG Stierkalb,2017-12-15,120.1393.5780.5,75
640 - SPG Stierkalb,2017-12-15,120.1401.2982.8,75
640 - SPG Stierkalb,2017-12-15,120.1271.6043.1,75
640 - SPG Stierkalb,2017-12-15,120.1320.9541.4,75
640 - SPG Stierkalb,2017-12-15,120.1320.9542.1,75
640 - SPG Stierkalb,2017-12-15,120.1368.0563.7,75
640 - SPG Stierkalb,2017-12-15,120.1331.4853.9,75
640 - SPG Stierkalb,2017-12-15,120.1367.2784.7,75
640 - SPG Stierkalb,2017-12-15,120.1395.3772.6,75
640 - SPG Stierkalb,2017-12-15,120.1395.3775.7,75
640 - SPG Stierkalb,2017-12-15,120.1322.3276.5,75
650 - SPG Kuhkalb,2017-12-15,120.1246.5260.1,75
650 - SPG Kuhkalb,2017-12-15,120.1346.9938.2,75
650 - SPG Kuhkalb,2017-12-15,120.1382.7790.6,75
650 - SPG Kuhkalb,2017-12-15,120.0657.1915.9,75
650 - SPG Kuhkalb,2017-12-15,120.1382.6597.2,75
650 - SPG Kuhkalb,2017-12-15,120.1373.3889.9,75
650 - SPG Kuhkalb,2017-12-15,120.1381.4437.6,75
650 - SPG Kuhkalb,2017-12-15,120.1278.0084.9,75
650 - SPG Kuhkalb,2017-12-15,120.1376.2396.4,75
650 - SPG Kuhkalb,2017-12-15,120.1343.4852.5,75
650 - SPG Kuhkalb,2017-12-15,120.1403.1488.0,75
650 - SPG Kuhkalb,2017-12-15,120.1362.5771.9,75
650 - SPG Kuhkalb,2017-12-15,120.1261.0279.1,75
650 - SPG Kuhkalb,2017-12-22,120.1401.5866.8,54
640 - SPG Stierkalb,2017-12-22,120.1396.1084.9,55
640 - SPG Stierkalb,2017-12-22,120.1390.5698.2,57
650 - SPG Kuhkalb,2017-12-22,120.1375.7311.5,57
650 - SPG Kuhkalb,2017-12-22,120.1325.1004.7,58
650 - SPG Kuhkalb,2017-12-22,120.1362.7169.2,61
650 - SPG Kuhkalb,2017-12-22,120.1239.1897.5,61
640 - SPG Stierkalb,2017-12-22,120.1239.1901.9,62
650 - SPG Kuhkalb,2017-12-22,120.1370.3943.7,62
640 - SPG Stierkalb,2017-12-22,120.1409.7037.6,63
650 - SPG Kuhkalb,2017-12-22,120.1292.7277.4,63
650 - SPG Kuhkalb,2017-12-22,120.1332.2230.7,63
650 - SPG Kuhkalb,2017-12-22,120.1357.8492.6,64
640 - SPG Stierkalb,2017-12-22,120.1283.7412.7,65
640 - SPG Stierkalb,2017-12-22,120.1328.5617.6,66
650 - SPG Kuhkalb,2017-12-22,120.1337.5267.5,66
650 - SPG Kuhkalb,2017-12-22,120.1257.3129.9,66
640 - SPG Stierkalb,2017-12-22,120.1369.1278.6,67
640 - SPG Stierkalb,2017-12-22,120.1359.0911.4,67
650 - SPG Kuhkalb,2017-12-22,120.1355.3826.0,67
650 - SPG Kuhkalb,2017-12-22,120.1317.9003.7,67
640 - SPG Stierkalb,2017-12-22,120.1339.4182.6,68
650 - SPG Kuhkalb,2017-12-22,120.1352.9409.8,68
650 - SPG Kuhkalb,2017-12-22,120.1393.0287.4,68
650 - SPG Kuhkalb,2017-12-22,120.1384.1367.0,68
640 - SPG Stierkalb,2017-12-22,120.1349.7622.3,69
640 - SPG Stierkalb,2017-12-22,120.1379.8795.0,69
640 - SPG Stierkalb,2017-12-22,120.1346.5040.6,69
640 - SPG Stierkalb,2017-12-22,120.1409.7036.9,70
640 - SPG Stierkalb,2017-12-22,120.1388.1829.1,70
650 - SPG Kuhkalb,2017-12-22,120.1397.4345.5,70
640 - SPG Stierkalb,2017-12-22,120.1342.5619.6,71
640 - SPG Stierkalb,2017-12-22,120.1239.1900.2,71
640 - SPG Stierkalb,2017-12-22,120.1352.9412.8,72
640 - SPG Stierkalb,2017-12-22,120.1336.2755.3,72
650 - SPG Kuhkalb,2017-12-22,120.1368.4228.1,72
650 - SPG Kuhkalb,2017-12-22,120.1396.0461.9,72
650 - SPG Kuhkalb,2017-12-22,120.1394.3157.4,72
650 - SPG Kuhkalb,2017-12-22,120.1391.4563.1,72
640 - SPG Stierkalb,2017-12-22,120.1370.1777.0,73
640 - SPG Stierkalb,2017-12-22,120.1373.3888.2,73
640 - SPG Stierkalb,2017-12-22,120.1336.3515.2,73
640 - SPG Stierkalb,2017-12-22,120.1388.1828.4,73
650 - SPG Kuhkalb,2017-12-22,120.1379.8794.3,73
650 - SPG Kuhkalb,2017-12-22,120.1373.7283.1,73
650 - SPG Kuhkalb,2017-12-22,120.1365.4019.4,73
650 - SPG Kuhkalb,2017-12-22,120.1359.6758.9,73
640 - SPG Stierkalb,2017-12-22,120.1263.9944.3,74
640 - SPG Stierkalb,2017-12-22,120.1319.4176.7,74
640 - SPG Stierkalb,2017-12-22,120.1302.3959.9,74
640 - SPG Stierkalb,2017-12-22,120.1339.1999.3,74
640 - SPG Stierkalb,2017-12-22,120.1290.1253.0,74
640 - SPG Stierkalb,2017-12-22,120.1346.6850.0,75
640 - SPG Stierkalb,2017-12-22,120.1353.4565.3,75
640 - SPG Stierkalb,2017-12-22,120.1356.8116.4,75
640 - SPG Stierkalb,2017-12-22,120.1307.6313.1,75
640 - SPG Stierkalb,2017-12-22,120.1307.6314.8,75
640 - SPG Stierkalb,2017-12-22,120.1327.7309.1,75
640 - SPG Stierkalb,2017-12-22,120.1368.4229.8,75
640 - SPG Stierkalb,2017-12-22,120.1317.8436.4,75
640 - SPG Stierkalb,2017-12-22,120.1339.6942.4,75
640 - SPG Stierkalb,2017-12-22,120.1363.9186.4,75
640 - SPG Stierkalb,2017-12-22,120.1382.6598.9,75
640 - SPG Stierkalb,2017-12-22,120.1327.4730.6,75
640 - SPG Stierkalb,2017-12-22,120.1337.5268.2,75
640 - SPG Stierkalb,2017-12-22,120.1361.4158.2,75
640 - SPG Stierkalb,2017-12-22,120.1364.9902.7,75
640 - SPG Stierkalb,2017-12-22,120.1348.3481.3,75
640 - SPG Stierkalb,2017-12-22,120.1391.2673.9,75
640 - SPG Stierkalb,2017-12-22,120.1377.7952.4,75
640 - SPG Stierkalb,2017-12-22,120.1280.4956.8,75
640 - SPG Stierkalb,2017-12-22,120.1370.5317.4,75
640 - SPG Stierkalb,2017-12-22,120.1340.2026.1,75
640 - SPG Stierkalb,2017-12-22,120.1324.7531.5,75
640 - SPG Stierkalb,2017-12-22,120.1391.3108.5,75
640 - SPG Stierkalb,2017-12-22,120.1349.7951.4,75
640 - SPG Stierkalb,2017-12-22,120.1392.7882.7,75
640 - SPG Stierkalb,2017-12-22,120.1392.7883.4,75
640 - SPG Stierkalb,2017-12-22,120.1330.9358.7,75
640 - SPG Stierkalb,2017-12-22,120.1339.2000.5,75
640 - SPG Stierkalb,2017-12-22,120.1305.0708.7,75
640 - SPG Stierkalb,2017-12-22,120.1396.4986.3,75
640 - SPG Stierkalb,2017-12-22,120.1200.9187.9,75
640 - SPG Stierkalb,2017-12-22,120.1225.7523.0,75
640 - SPG Stierkalb,2017-12-22,120.1375.9476.9,75
640 - SPG Stierkalb,2017-12-22,120.1391.4564.8,75
640 - SPG Stierkalb,2017-12-22,120.1344.2878.4,75
640 - SPG Stierkalb,2017-12-22,120.1383.5851.3,75
640 - SPG Stierkalb,2017-12-22,120.1397.2363.1,75
640 - SPG Stierkalb,2017-12-22,120.1399.6203.0,75
640 - SPG Stierkalb,2017-12-22,120.1358.5729.3,75
640 - SPG Stierkalb,2017-12-22,120.1358.5728.6,75
640 - SPG Stierkalb,2017-12-22,120.1358.5726.2,75
640 - SPG Stierkalb,2017-12-22,120.1228.7399.2,75
640 - SPG Stierkalb,2017-12-22,120.1340.2106.0,75
640 - SPG Stierkalb,2017-12-22,120.1369.7944.4,75
640 - SPG Stierkalb,2017-12-22,120.1317.9002.0,75
640 - SPG Stierkalb,2017-12-22,120.1294.9705.4,75
640 - SPG Stierkalb,2017-12-22,120.1331.5331.1,75
640 - SPG Stierkalb,2017-12-22,120.1331.5334.2,75
640 - SPG Stierkalb,2017-12-22,120.1378.1226.9,75
640 - SPG Stierkalb,2017-12-22,120.1337.5086.2,75
650 - SPG Kuhkalb,2017-12-22,120.1346.6847.0,75
650 - SPG Kuhkalb,2017-12-22,120.1346.6848.7,75
650 - SPG Kuhkalb,2017-12-22,120.1352.2566.5,75
650 - SPG Kuhkalb,2017-12-22,120.1396.0460.2,75
650 - SPG Kuhkalb,2017-12-22,120.1372.3936.3,75
650 - SPG Kuhkalb,2017-12-22,120.1362.3298.3,75
650 - SPG Kuhkalb,2017-12-22,120.1362.3316.4,75
650 - SPG Kuhkalb,2017-12-22,120.1137.4606.9,75
650 - SPG Kuhkalb,2017-12-22,120.1368.0929.1,75
650 - SPG Kuhkalb,2017-12-22,120.1341.8977.7,75
650 - SPG Kuhkalb,2017-12-22,120.1350.5801.0,75
650 - SPG Kuhkalb,2017-12-22,120.1350.6901.6,75
650 - SPG Kuhkalb,2017-12-22,120.1373.9751.3,75
650 - SPG Kuhkalb,2017-12-22,120.1305.2504.3,75
650 - SPG Kuhkalb,2017-12-22,120.1305.2505.0,75
650 - SPG Kuhkalb,2017-12-22,120.1391.3105.4,75
650 - SPG Kuhkalb,2017-12-22,120.1384.1364.9,75
650 - SPG Kuhkalb,2017-12-22,120.1393.5781.2,75
650 - SPG Kuhkalb,2017-12-22,120.1401.7443.9,75
650 - SPG Kuhkalb,2017-12-22,120.1284.3276.6,75
650 - SPG Kuhkalb,2017-12-22,120.1362.1391.3,75
650 - SPG Kuhkalb,2017-12-22,120.1362.1392.0,75
650 - SPG Kuhkalb,2017-12-22,120.1331.4852.2,75
650 - SPG Kuhkalb,2017-12-22,120.1383.5847.6,75
650 - SPG Kuhkalb,2017-12-22,120.1397.2362.4,75
650 - SPG Kuhkalb,2017-12-22,120.1357.2631.5,75
650 - SPG Kuhkalb,2017-12-22,120.1399.7661.7,75
640 - SPG Stierkalb,2017-12-27,120.1395.3779.5,75
640 - SPG Stierkalb,2017-12-27,120.1395.3782.5,75
640 - SPG Stierkalb,2017-12-29,120.1371.7482.4,62
640 - SPG Stierkalb,2017-12-29,120.1385.2625.7,65
650 - SPG Kuhkalb,2017-12-29,120.1365.6346.9,65
650 - SPG Kuhkalb,2017-12-29,120.1372.3807.6,65
650 - SPG Kuhkalb,2017-12-29,120.1383.9896.0,66
650 - SPG Kuhkalb,2017-12-29,120.1383.9888.5,67
650 - SPG Kuhkalb,2017-12-29,120.1386.0831.1,67
650 - SPG Kuhkalb,2017-12-29,120.1357.3369.6,67
640 - SPG Stierkalb,2017-12-29,120.1392.7876.6,68
640 - SPG Stierkalb,2017-12-29,120.1368.0771.6,69
640 - SPG Stierkalb,2017-12-29,120.1337.8315.0,69
650 - SPG Kuhkalb,2017-12-29,120.1360.6618.2,69
640 - SPG Stierkalb,2017-12-29,120.1393.1777.9,70
640 - SPG Stierkalb,2017-12-29,120.1386.0830.4,70
640 - SPG Stierkalb,2017-12-29,120.1380.5649.5,70
