Gattung,GewogenAm,TVD,GewichtBezahlt
640 - SPG Stierkalb,2018-12-07,120.1418.6599.2,75
640 - SPG Stierkalb,2018-12-07,120.1286.7071.7,75
640 - SPG Stierkalb,2018-12-07,120.1425.1235.2,75
640 - SPG Stierkalb,2018-12-07,120.1466.3062.5,75
640 - SPG Stierkalb,2018-12-07,120.1450.4555.0,75
640 - SPG Stierkalb,2018-12-07,120.1466.4387.8,75
640 - SPG Stierkalb,2018-12-07,120.1388.0632.8,75
640 - SPG Stierkalb,2018-12-07,120.1388.0633.5,75
640 - SPG Stierkalb,2018-12-07,120.1439.1881.8,75
640 - SPG Stierkalb,2018-12-07,120.1466.9598.3,75
640 - SPG Stierkalb,2018-12-07,120.1466.9597.6,75
640 - SPG Stierkalb,2018-12-07,120.1421.6945.7,75
640 - SPG Stierkalb,2018-12-07,120.1321.6892.7,75
640 - SPG Stierkalb,2018-12-07,120.1431.4204.6,75
640 - SPG Stierkalb,2018-12-07,120.1450.2302.2,75
640 - SPG Stierkalb,2018-12-07,120.1453.2172.2,75
640 - SPG Stierkalb,2018-12-07,120.1368.0588.0,75
640 - SPG Stierkalb,2018-12-07,120.1464.6764.1,75
640 - SPG Stierkalb,2018-12-07,120.1464.6765.8,75
640 - SPG Stierkalb,2018-12-07,120.1225.7541.4,75
640 - SPG Stierkalb,2018-12-07,120.1346.8990.1,75
640 - SPG Stierkalb,2018-12-07,120.1449.3902.7,75
640 - SPG Stierkalb,2018-12-07,120.1381.6247.9,75
640 - SPG Stierkalb,2018-12-07,120.1406.1910.7,75
640 - SPG Stierkalb,2018-12-07,120.1448.1735.6,75
640 - SPG Stierkalb,2018-12-07,120.1415.2371.7,75
640 - SPG Stierkalb,2018-12-07,120.1409.1325.0,75
640 - SPG Stierkalb,2018-12-07,120.1394.7268.3,75
650 - SPG Kuhkalb,2018-12-07,120.1456.2683.4,75
650 - SPG Kuhkalb,2018-12-07,120.1240.0130.0,75
650 - SPG Kuhkalb,2018-12-07,120.1440.9361.3,75
650 - SPG Kuhkalb,2018-12-07,120.1378.6010.9,75
650 - SPG Kuhkalb,2018-12-07,120.1438.6255.5,75
650 - SPG Kuhkalb,2018-12-07,120.1454.1651.0,75
650 - SPG Kuhkalb,2018-12-07,120.1442.1976.1,75
650 - SPG Kuhkalb,2018-12-07,120.1418.6598.5,75
650 - SPG Kuhkalb,2018-12-07,120.1414.2676.6,75
650 - SPG Kuhkalb,2018-12-07,120.1455.9171.2,75
650 - SPG Kuhkalb,2018-12-07,120.1443.7702.7,75
650 - SPG Kuhkalb,2018-12-07,120.1449.2474.0,75
650 - SPG Kuhkalb,2018-12-07,120.1397.2333.4,75
650 - SPG Kuhkalb,2018-12-07,120.1410.8810.0,75
650 - SPG Kuhkalb,2018-12-07,120.1440.0883.9,75
650 - SPG Kuhkalb,2018-12-07,120.1433.2842.6,75
650 - SPG Kuhkalb,2018-12-07,120.1421.1514.0,75
650 - SPG Kuhkalb,2018-12-07,120.1446.0965.4,75
650 - SPG Kuhkalb,2018-12-07,120.1474.3908.1,75
650 - SPG Kuhkalb,2018-12-07,120.1439.6147.0,75
650 - SPG Kuhkalb,2018-12-07,120.1368.0591.0,75
650 - SPG Kuhkalb,2018-12-07,120.1464.6756.6,75
650 - SPG Kuhkalb,2018-12-07,120.1411.7630.2,75
650 - SPG Kuhkalb,2018-12-07,120.1411.7629.6,75
650 - SPG Kuhkalb,2018-12-07,120.1379.5974.2,75
650 - SPG Kuhkalb,2018-12-07,120.1320.9522.3,75
650 - SPG Kuhkalb,2018-12-07,120.1320.9523.0,75
650 - SPG Kuhkalb,2018-12-07,120.1364.9884.6,75
650 - SPG Kuhkalb,2018-12-07,120.1449.4002.3,75
650 - SPG Kuhkalb,2018-12-07,120.1410.0330.1,75
650 - SPG Kuhkalb,2018-12-10,120.1440.7286.1,68
650 - SPG Kuhkalb,2018-12-13,120.1283.2447.4,68
640 - SPG Stierkalb,2018-12-14,120.1381.0668.8,46
640 - SPG Stierkalb,2018-12-14,120.1459.3530.1,53
650 - SPG Kuhkalb,2018-12-14,120.1423.5438.9,56
650 - SPG Kuhkalb,2018-12-14,120.1465.8463.8,60
650 - SPG Kuhkalb,2018-12-14,120.1437.6758.4,60
650 - SPG Kuhkalb,2018-12-14,120.1416.8523.1,62
640 - SPG Stierkalb,2018-12-14,120.1416.8522.4,63
640 - SPG Stierkalb,2018-12-14,120.1418.3386.1,64
650 - SPG Kuhkalb,2018-12-14,120.1355.1195.9,65
640 - SPG Stierkalb,2018-12-14,120.1468.5878.4,67
640 - SPG Stierkalb,2018-12-14,120.1377.8422.1,68
650 - SPG Kuhkalb,2018-12-14,120.1418.3384.7,68
650 - SPG Kuhkalb,2018-12-14,120.1355.4801.6,68
640 - SPG Stierkalb,2018-12-14,120.1457.0505.8,69
640 - SPG Stierkalb,2018-12-14,120.1448.1160.6,69
650 - SPG Kuhkalb,2018-12-14,120.1462.9279.3,69
650 - SPG Kuhkalb,2018-12-14,120.1404.4506.5,69
650 - SPG Kuhkalb,2018-12-14,120.1466.4193.5,69
640 - SPG Stierkalb,2018-12-14,120.1416.2872.6,70
640 - SPG Stierkalb,2018-12-14,120.1465.4782.4,70
640 - SPG Stierkalb,2018-12-14,120.1416.3354.6,70
650 - SPG Kuhkalb,2018-12-14,120.1461.1272.5,70
640 - SPG Stierkalb,2018-12-14,120.1461.8444.9,71
650 - SPG Kuhkalb,2018-12-14,120.1456.0241.8,71
640 - SPG Stierkalb,2018-12-14,120.1456.8652.4,72
640 - SPG Stierkalb,2018-12-14,120.1466.9599.0,72
640 - SPG Stierkalb,2018-12-14,120.1436.5972.8,72
640 - SPG Stierkalb,2018-12-14,120.1418.6620.3,72
640 - SPG Stierkalb,2018-12-14,120.1443.3511.9,73
650 - SPG Kuhkalb,2018-12-14,120.1427.8935.8,73
650 - SPG Kuhkalb,2018-12-14,120.1397.9037.4,73
650 - SPG Kuhkalb,2018-12-14,120.1453.9275.3,73
650 - SPG Kuhkalb,2018-12-14,120.1462.9269.4,73
640 - SPG Stierkalb,2018-12-14,120.1396.0499.2,74
640 - SPG Stierkalb,2018-12-14,120.1408.1414.4,74
640 - SPG Stierkalb,2018-12-14,120.1454.8662.9,74
650 - SPG Kuhkalb,2018-12-14,120.1403.1938.0,74
650 - SPG Kuhkalb,2018-12-14,120.1466.4196.6,74
640 - SPG Stierkalb,2018-12-14,120.1379.1537.3,75
640 - SPG Stierkalb,2018-12-14,120.1402.5352.3,75
640 - SPG Stierkalb,2018-12-14,120.1427.8481.0,75
640 - SPG Stierkalb,2018-12-14,120.1401.3952.0,75
640 - SPG Stierkalb,2018-12-14,120.1442.1977.8,75
640 - SPG Stierkalb,2018-12-14,120.1395.1424.6,75
640 - SPG Stierkalb,2018-12-14,120.1396.7732.3,75
640 - SPG Stierkalb,2018-12-14,120.1317.8520.0,75
640 - SPG Stierkalb,2018-12-14,120.1457.2784.5,75
640 - SPG Stierkalb,2018-12-14,120.1441.7030.7,75
640 - SPG Stierkalb,2018-12-14,120.1438.6256.2,75
640 - SPG Stierkalb,2018-12-14,120.1457.6086.6,75
640 - SPG Stierkalb,2018-12-14,120.1457.6087.3,75
640 - SPG Stierkalb,2018-12-14,120.1419.5125.1,75
640 - SPG Stierkalb,2018-12-14,120.1355.1194.2,75
640 - SPG Stierkalb,2018-12-14,120.1395.9879.6,75
640 - SPG Stierkalb,2018-12-14,120.1331.8027.0,75
640 - SPG Stierkalb,2018-12-14,120.1443.7705.8,75
640 - SPG Stierkalb,2018-12-14,120.1443.7704.1,75
640 - SPG Stierkalb,2018-12-14,120.1431.9770.1,75
640 - SPG Stierkalb,2018-12-14,120.1464.4794.0,75
640 - SPG Stierkalb,2018-12-14,120.1416.2871.9,75
640 - SPG Stierkalb,2018-12-14,120.1453.9272.2,75
640 - SPG Stierkalb,2018-12-14,120.1417.4317.7,75
640 - SPG Stierkalb,2018-12-14,120.1423.2231.9,75
640 - SPG Stierkalb,2018-12-14,120.1442.2810.7,75
640 - SPG Stierkalb,2018-12-14,120.1320.9521.6,75
640 - SPG Stierkalb,2018-12-14,120.1459.8168.1,75
640 - SPG Stierkalb,2018-12-14,120.1159.2069.6,75
640 - SPG Stierkalb,2018-12-14,120.1464.6762.7,75
640 - SPG Stierkalb,2018-12-14,120.1421.8245.6,75
640 - SPG Stierkalb,2018-12-14,120.1454.2434.8,75
640 - SPG Stierkalb,2018-12-14,120.1437.3120.2,75
640 - SPG Stierkalb,2018-12-14,120.1426.3860.1,75
640 - SPG Stierkalb,2018-12-14,120.1426.3859.5,75
640 - SPG Stierkalb,2018-12-14,120.1426.3861.8,75
640 - SPG Stierkalb,2018-12-14,120.1426.3271.5,75
640 - SPG Stierkalb,2018-12-14,120.1463.7001.9,75
640 - SPG Stierkalb,2018-12-14,120.1427.4863.8,75
640 - SPG Stierkalb,2018-12-14,120.1368.0589.7,75
640 - SPG Stierkalb,2018-12-14,120.1457.5390.5,75
640 - SPG Stierkalb,2018-12-14,120.1466.4195.9,75
640 - SPG Stierkalb,2018-12-14,120.1417.0745.2,75
640 - SPG Stierkalb,2018-12-14,120.1326.1975.7,75
640 - SPG Stierkalb,2018-12-14,120.1447.3554.4,75
640 - SPG Stierkalb,2018-12-14,120.1249.6812.2,75
650 - SPG Kuhkalb,2018-12-14,120.1464.8292.7,75
650 - SPG Kuhkalb,2018-12-14,120.1388.6908.8,75
650 - SPG Kuhkalb,2018-12-14,120.1472.5868.2,75
650 - SPG Kuhkalb,2018-12-14,120.1371.9885.1,75
650 - SPG Kuhkalb,2018-12-14,120.1396.0495.4,75
650 - SPG Kuhkalb,2018-12-14,120.1456.0240.1,75
650 - SPG Kuhkalb,2018-12-14,120.1416.0835.3,75
650 - SPG Kuhkalb,2018-12-14,120.1443.7703.4,75
650 - SPG Kuhkalb,2018-12-14,120.1442.7112.7,75
650 - SPG Kuhkalb,2018-12-14,1201465.1821.3,75
650 - SPG Kuhkalb,2018-12-14,120.1418.3385.4,75
650 - SPG Kuhkalb,2018-12-14,120.1453.9712.3,75
650 - SPG Kuhkalb,2018-12-14,120.1423.2232.6,75
650 - SPG Kuhkalb,2018-12-14,120.1463.4042.5,75
650 - SPG Kuhkalb,2018-12-14,120.1463.4043.2,75
650 - SPG Kuhkalb,2018-12-14,120.1408.1412.0,75
650 - SPG Kuhkalb,2018-12-14,120.1466.9762.8,75
650 - SPG Kuhkalb,2018-12-14,120.1410.0333.2,75
650 - SPG Kuhkalb,2018-12-14,120.1451.1703.5,75
650 - SPG Kuhkalb,2018-12-14,120.1449.4008.5,75
650 - SPG Kuhkalb,2018-12-14,120.1454.2432.4,75
650 - SPG Kuhkalb,2018-12-14,120.1426.2651.6,75
650 - SPG Kuhkalb,2018-12-14,120.1463.7002.6,75
650 - SPG Kuhkalb,2018-12-14,120.1432.4447.4,75
650 - SPG Kuhkalb,2018-12-14,120.1402.7901.1,75
650 - SPG Kuhkalb,2018-12-14,120.1376.2425.1,75
640 - SPG Stierkalb,2018-12-17,120.1419.4842.8,72
640 - SPG Stierkalb,2018-12-18,120.1465.2123.7,53
650 - SPG Kuhkalb,2018-12-18,120.1465.2122.0,53
640 - SPG Stierkalb,2018-12-18,120.1465.2124.4,66
650 - SPG Kuhkalb,2018-12-19,120.1399.7680.8,48
640 - SPG Stierkalb,2018-12-19,120.1399.7679.2,51
640 - SPG Stierkalb,2018-12-19,120.1480.2751.5,51
640 - SPG Stierkalb,2018-12-19,120.1183.7935.4,53
640 - SPG Stierkalb,2018-12-19,120.1411.8037.8,54
640 - SPG Stierkalb,2018-12-19,120.1399.7678.5,54
650 - SPG Kuhkalb,2018-12-19,120.1392.0180.1,54
650 - SPG Kuhkalb,2018-12-19,120.1392.0179.5,59
650 - SPG Kuhkalb,2018-12-19,120.1444.3390.7,60
640 - SPG Stierkalb,2018-12-19,120.1476.5074.5,61
640 - SPG Stierkalb,2018-12-19,120.1392.0181.8,62
640 - SPG Stierkalb,2018-12-19,120.1392.0183.2,64
640 - SPG Stierkalb,2018-12-19,120.1259.3108.8,65
640 - SPG Stierkalb,2018-12-19,120.1444.3389.1,65
640 - SPG Stierkalb,2018-12-19,120.1392.0182.5,65
650 - SPG Kuhkalb,2018-12-19,120.1444.3388.4,70
650 - SPG Kuhkalb,2018-12-19,120.1403.0548.2,71
640 - SPG Stierkalb,2018-12-19,120.1476.5072.1,75
640 - SPG Stierkalb,2018-12-19,120.1476.5073.8,75
640 - SPG Stierkalb,2018-12-19,120.1462.2157.1,75
650 - SPG Kuhkalb,2018-12-19,120.1411.8035.4,75
650 - SPG Kuhkalb,2018-12-21,120.1381.6742.9,51
640 - SPG Stierkalb,2018-12-21,120.1446.2469.5,53
650 - SPG Kuhkalb,2018-12-21,120.1446.2470.1,53
650 - SPG Kuhkalb,2018-12-21,120.1450.7388.1,57
640 - SPG Stierkalb,2018-12-21,120.1458.6614.8,59
640 - SPG Stierkalb,2018-12-21,120.1436.3096.3,60
650 - SPG Kuhkalb,2018-12-21,120.1414.5613.8,60
650 - SPG Kuhkalb,2018-12-21,120.1416.8526.2,62
650 - SPG Kuhkalb,2018-12-21,120.1471.1265.6,62
640 - SPG Stierkalb,2018-12-21,120.1409.9245.3,64
650 - SPG Kuhkalb,2018-12-21,120.1416.8524.8,64
640 - SPG Stierkalb,2018-12-21,120.1416.8525.5,65
640 - SPG Stierkalb,2018-12-21,120.1414.5614.5,65
640 - SPG Stierkalb,2018-12-21,120.1364.9886.0,65
650 - SPG Kuhkalb,2018-12-21,120.1443.3513.3,65
650 - SPG Kuhkalb,2018-12-21,120.1470.5606.6,65
650 - SPG Kuhkalb,2018-12-21,120.1410.0540.4,65
640 - SPG Stierkalb,2018-12-21,120.1394.3534.3,67
640 - SPG Stierkalb,2018-12-21,120.1435.4592.2,68
640 - SPG Stierkalb,2018-12-21,120.1404.4281.1,68
650 - SPG Kuhkalb,2018-12-21,120.1467.8770.1,68
640 - SPG Stierkalb,2018-12-21,120.1409.9244.6,69
640 - SPG Stierkalb,2018-12-21,120.1460.4556.6,69
640 - SPG Stierkalb,2018-12-21,120.1422.1159.0,69
640 - SPG Stierkalb,2018-12-21,120.1421.1697.0,69
650 - SPG Kuhkalb,2018-12-21,120.1393.0306.2,69
640 - SPG Stierkalb,2018-12-21,120.1462.2158.8,70
640 - SPG Stierkalb,2018-12-21,120.1312.1805.0,70
640 - SPG Stierkalb,2018-12-21,120.1425.2687.8,70
640 - SPG Stierkalb,2018-12-21,120.1441.8968.2,70
640 - SPG Stierkalb,2018-12-21,120.1423.6584.2,70
640 - SPG Stierkalb,2018-12-21,120.1386.9569.4,70
640 - SPG Stierkalb,2018-12-21,120.1467.8768.8,70
640 - SPG Stierkalb,2018-12-21,120.1446.9368.4,70
650 - SPG Kuhkalb,2018-12-21,120.1419.8532.4,70
650 - SPG Kuhkalb,2018-12-21,120.1463.5311.1,70
650 - SPG Kuhkalb,2018-12-21,120.1458.1419.4,70
650 - SPG Kuhkalb,2018-12-21,120.1442.2811.4,70
650 - SPG Kuhkalb,2018-12-21,120.1435.5568.6,70
640 - SPG Stierkalb,2018-12-21,120.1462.2159.5,71
640 - SPG Stierkalb,2018-12-21,120.1462.5735.8,71
640 - SPG Stierkalb,2018-12-21,120.1462.9267.0,71
640 - SPG Stierkalb,2018-12-21,120.1457.4793.5,71
650 - SPG Kuhkalb,2018-12-21,120.1419.8531.7,71
650 - SPG Kuhkalb,2018-12-21,120.1403.6610.0,71
650 - SPG Kuhkalb,2018-12-21,120.1452.1751.3,71
650 - SPG Kuhkalb,2018-12-21,120.1310.6182.3,71
640 - SPG Stierkalb,2018-12-21,120.1442.2812.1,72
650 - SPG Kuhkalb,2018-12-21,120.1405.8343.9,72
650 - SPG Kuhkalb,2018-12-21,120.1471.1264.9,72
650 - SPG Kuhkalb,2018-12-21,120.1435.7728.2,72
650 - SPG Kuhkalb,2018-12-21,120.1435.5569.3,72
640 - SPG Stierkalb,2018-12-21,120.1373.3852.3,73
640 - SPG Stierkalb,2018-12-21,120.1286.7074.8,73
640 - SPG Stierkalb,2018-12-21,120.1422.1158.3,73
650 - SPG Kuhkalb,2018-12-21,120.1447.2904.8,73
650 - SPG Kuhkalb,2018-12-21,120.1388.9617.6,73
640 - SPG Stierkalb,2018-12-21,120.1401.5270.3,74
640 - SPG Stierkalb,2018-12-21,120.1401.5269.7,74
640 - SPG Stierkalb,2018-12-21,120.1466.6659.4,74
640 - SPG Stierkalb,2018-12-21,120.1419.1055.5,74
650 - SPG Kuhkalb,2018-12-21,120.1431.9532.5,74
640 - SPG Stierkalb,2018-12-21,120.1397.1830.9,75
640 - SPG Stierkalb,2018-12-21,120.1458.0360.0,75
640 - SPG Stierkalb,2018-12-21,120.1422.5089.6,75
640 - SPG Stierkalb,2018-12-21,120.1405.2786.0,75
640 - SPG Stierkalb,2018-12-21,120.1465.3216.5,75
640 - SPG Stierkalb,2018-12-21,120.1429.2692.0,75
640 - SPG Stierkalb,2018-12-21,120.1449.3009.3,75
640 - SPG Stierkalb,2018-12-21,120.1428.7483.2,75
640 - SPG Stierkalb,2018-12-21,120.1350.6914.6,75
640 - SPG Stierkalb,2018-12-21,120.1393.7288.4,75
640 - SPG Stierkalb,2018-12-21,120.1421.1516.4,75
640 - SPG Stierkalb,2018-12-21,120.1423.8899.5,75
640 - SPG Stierkalb,2018-12-21,120.1459.0699.8,75
640 - SPG Stierkalb,2018-12-21,120.1429.6588.2,75
640 - SPG Stierkalb,2018-12-21,120.1461.4361.3,75
640 - SPG Stierkalb,2018-12-21,120.1434.4041.8,75
640 - SPG Stierkalb,2018-12-21,120.1441.7035.2,75
640 - SPG Stierkalb,2018-12-21,120.1467.8765.7,75
640 - SPG Stierkalb,2018-12-21,120.1422.7661.2,75
640 - SPG Stierkalb,2018-12-21,120.1425.5569.4,75
640 - SPG Stierkalb,2018-12-21,120.1436.3427.5,75
640 - SPG Stierkalb,2018-12-21,120.1436.3425.1,75
640 - SPG Stierkalb,2018-12-21,120.1443.7707.2,75
640 - SPG Stierkalb,2018-12-21,120.1303.9850.0,75
640 - SPG Stierkalb,2018-12-21,120.1403.6609.4,75
640 - SPG Stierkalb,2018-12-21,120.1420.2795.5,75
640 - SPG Stierkalb,2018-12-21,120.1406.9395.4,75
640 - SPG Stierkalb,2018-12-21,120.1399.3916.2,75
640 - SPG Stierkalb,2018-12-21,120.1457.5391.2,75
640 - SPG Stierkalb,2018-12-21,120.1457.5395.0,75
640 - SPG Stierkalb,2018-12-21,120.1438.9303.0,75
640 - SPG Stierkalb,2018-12-21,120.1438.9304.7,75
640 - SPG Stierkalb,2018-12-21,120.1446.8684.6,75
640 - SPG Stierkalb,2018-12-21,120.1417.4961.2,75
640 - SPG Stierkalb,2018-12-21,120.1454.2433.1,75
640 - SPG Stierkalb,2018-12-21,120.1468.4108.3,75
640 - SPG Stierkalb,2018-12-21,120.1310.6181.6,75
640 - SPG Stierkalb,2018-12-21,120.1457.2997.9,75
640 - SPG Stierkalb,2018-12-21,120.1450.5760.7,75
640 - SPG Stierkalb,2018-12-21,120.1450.5762.1,75
640 - SPG Stierkalb,2018-12-21,120.1431.4206.0,75
640 - SPG Stierkalb,2018-12-21,120.1431.4207.7,75
640 - SPG Stierkalb,2018-12-21,120.1402.7902.8,75
640 - SPG Stierkalb,2018-12-21,120.1321.6895.8,75
640 - SPG Stierkalb,2018-12-21,120.1462.4863.9,75
640 - SPG Stierkalb,2018-12-21,120.1373.4297.1,75
640 - SPG Stierkalb,2018-12-21,120.1423.5504.1,75
640 - SPG Stierkalb,2018-12-21,120.1437.7986.0,75
640 - SPG Stierkalb,2018-12-21,120.1380.9498.5,75
640 - SPG Stierkalb,2018-12-21,120.1401.7270.1,75
650 - SPG Kuhkalb,2018-12-21,120.1435.0737.1,75
650 - SPG Kuhkalb,2018-12-21,120.1419.8530.0,75
650 - SPG Kuhkalb,2018-12-21,120.1350.6912.2,75
650 - SPG Kuhkalb,2018-12-21,120.1416.0836.0,75
650 - SPG Kuhkalb,2018-12-21,120.1393.0305.5,75
650 - SPG Kuhkalb,2018-12-21,120.1454.1647.3,75
650 - SPG Kuhkalb,2018-12-21,120.1447.2902.4,75
650 - SPG Kuhkalb,2018-12-21,120.1452.6672.6,75
650 - SPG Kuhkalb,2018-12-21,120.1438.5410.9,75
650 - SPG Kuhkalb,2018-12-21,120.1434.4038.8,75
650 - SPG Kuhkalb,2018-12-21,120.1422.7660.5,75
650 - SPG Kuhkalb,2018-12-21,120.1440.0888.4,75
650 - SPG Kuhkalb,2018-12-21,120.1452.1750.6,75
650 - SPG Kuhkalb,2018-12-21,120.1420.2794.8,75
650 - SPG Kuhkalb,2018-12-21,120.1426.7182.0,75
650 - SPG Kuhkalb,2018-12-21,120.1378.7637.7,75
650 - SPG Kuhkalb,2018-12-21,120.1411.7633.3,75
650 - SPG Kuhkalb,2018-12-21,120.1453.2173.9,75
650 - SPG Kuhkalb,2018-12-21,120.1450.5759.1,75
650 - SPG Kuhkalb,2018-12-21,120.1476.0764.0,75
650 - SPG Kuhkalb,2018-12-21,120.1346.6814.2,75
650 - SPG Kuhkalb,2018-12-28,120.1464.0674.9,57
640 - SPG Stierkalb,2018-12-28,120.1447.1651.2,64
640 - SPG Stierkalb,2018-12-28,120.1249.6813.9,66
640 - SPG Stierkalb,2018-12-28,120.1447.1649.9,67
650 - SPG Kuhkalb,2018-12-28,120.1443.3512.6,67
650 - SPG Kuhkalb,2018-12-28,120.1447.1436.5,67
640 - SPG Stierkalb,2018-12-28,120.1457.6088.0,68
640 - SPG Stierkalb,2018-12-28,120.1436.3429.9,68
640 - SPG Stierkalb,2018-12-28,120.1447.1435.8,69
640 - SPG Stierkalb,2018-12-28,120.1364.8276.0,70
640 - SPG Stierkalb,2018-12-28,120.1413.1280.9,70
640 - SPG Stierkalb,2018-12-28,120.1457.6090.3,70
650 - SPG Kuhkalb,2018-12-28,120.1447.7470.3,70
640 - SPG Stierkalb,2018-12-28,120.1409.9246.0,72
640 - SPG Stierkalb,2018-12-28,120.1463.8051.3,72
640 - SPG Stierkalb,2018-12-28,120.1405.2787.7,73
650 - SPG Kuhkalb,2018-12-28,120.1245.7398.2,73
640 - SPG Stierkalb,2018-12-28,120.1425.7513.5,74
640 - SPG Stierkalb,2018-12-28,120.1456.1291.2,74
650 - SPG Kuhkalb,2018-12-28,120.1411.7634.0,74
650 - SPG Kuhkalb,2018-12-28,120.1415.2373.1,74
640 - SPG Stierkalb,2018-12-28,120.1449.2482.5,75
640 - SPG Stierkalb,2018-12-28,120.1433.6274.1,75
640 - SPG Stierkalb,2018-12-28,120.1429.4201.2,75
640 - SPG Stierkalb,2018-12-28,120.1364.8275.3,75
640 - SPG Stierkalb,2018-12-28,120.1410.7685.5,75
640 - SPG Stierkalb,2018-12-28,120.1449.1485.7,75
640 - SPG Stierkalb,2018-12-28,120.1441.7032.1,75
640 - SPG Stierkalb,2018-12-28,120.1441.7037.6,75
640 - SPG Stierkalb,2018-12-28,120.1460.6915.9,75
640 - SPG Stierkalb,2018-12-28,120.1444.0323.8,75
640 - SPG Stierkalb,2018-12-28,120.1368.9704.5,75
640 - SPG Stierkalb,2018-12-28,120.1368.9706.9,75
640 - SPG Stierkalb,2018-12-28,120.1466.4388.5,75
640 - SPG Stierkalb,2018-12-28,120.1439.5853.1,75
640 - SPG Stierkalb,2018-12-28,120.1458.4581.5,75
640 - SPG Stierkalb,2018-12-28,120.1458.4582.2,75
640 - SPG Stierkalb,2018-12-28,120.1426.3274.6,75
640 - SPG Stierkalb,2018-12-28,120.1278.0093.1,75
640 - SPG Stierkalb,2018-12-28,120.1378.7640.7,75
640 - SPG Stierkalb,2018-12-28,120.1454.9540.9,75
640 - SPG Stierkalb,2018-12-28,120.1425.7512.8,75
640 - SPG Stierkalb,2018-12-28,120.1464.6837.2,75
640 - SPG Stierkalb,2018-12-28,120.1436.3426.8,75
640 - SPG Stierkalb,2018-12-28,120.1436.3434.3,75
640 - SPG Stierkalb,2018-12-28,120.1420.4847.9,75
640 - SPG Stierkalb,2018-12-28,120.1446.0967.8,75
640 - SPG Stierkalb,2018-12-28,120.1446.0969.2,75
640 - SPG Stierkalb,2018-12-28,120.1448.1739.4,75
640 - SPG Stierkalb,2018-12-28,120.1334.5029.8,75
640 - SPG Stierkalb,2018-12-28,120.1431.3817.9,75
640 - SPG Stierkalb,2018-12-28,120.1321.6898.9,75
650 - SPG Kuhkalb,2018-12-28,120.1433.6273.4,75
650 - SPG Kuhkalb,2018-12-28,120.1396.0498.5,75
650 - SPG Kuhkalb,2018-12-28,120.1245.7400.2,75
650 - SPG Kuhkalb,2018-12-28,120.1449.1484.0,75
650 - SPG Kuhkalb,2018-12-28,120.1444.5160.4,75
650 - SPG Kuhkalb,2018-12-28,120.1456.0238.8,75
650 - SPG Kuhkalb,2018-12-28,120.1456.0239.5,75
650 - SPG Kuhkalb,2018-12-28,120.1442.4014.7,75
650 - SPG Kuhkalb,2018-12-28,120.1442.4015.4,75
650 - SPG Kuhkalb,2018-12-28,120.1352.9430.2,75
650 - SPG Kuhkalb,2018-12-28,120.1411.7631.9,75
650 - SPG Kuhkalb,2018-12-28,120.1436.3428.2,75
650 - SPG Kuhkalb,2018-12-28,120.1249.6814.6,75
650 - SPG Kuhkalb,2018-12-28,120.1249.6815.3,75
650 - SPG Kuhkalb,2018-12-28,120.1443.0821.2,75
650 - SPG Kuhkalb,2018-12-28,120.1424.4717.3,75
650 - SPG Kuhkalb,2019-01-02,120.1480.2752.2,63
640 - SPG Stierkalb,2019-01-04,120.1457.2808.8,48
650 - SPG Kuhkalb,2019-01-04,120.1372.4956.0,55
650 - SPG Kuhkalb,2019-01-04,120.1387.6900.5,55
650 - SPG Kuhkalb,2019-01-04,120.1372.4959.1,61
640 - SPG Stierkalb,2019-01-04,120.1358.9047.4,62
640 - SPG Stierkalb,2019-01-04,120.1387.6899.2,63
640 - SPG Stierkalb,2019-01-04,120.1462.7696.0,65
640 - SPG Stierkalb,2019-01-04,120.1454.7824.2,65
640 - SPG Stierkalb,2019-01-04,120.1372.4957.7,65
650 - SPG Kuhkalb,2019-01-04,120.1437.5566.6,65
640 - SPG Stierkalb,2019-01-04,120.1412.1569.8,66
650 - SPG Kuhkalb,2019-01-04,120.1423.6587.3,66
650 - SPG Kuhkalb,2019-01-04,120.1431.9531.8,66
650 - SPG Kuhkalb,2019-01-04,120.1454.7823.5,68
650 - SPG Kuhkalb,2019-01-04,120.1444.9989.7,68
640 - SPG Stierkalb,2019-01-04,120.1412.1568.1,70
640 - SPG Stierkalb,2019-01-04,120.1467.8764.0,70
640 - SPG Stierkalb,2019-01-04,120.1422.6859.4,71
640 - SPG Stierkalb,2019-01-04,120.1373.3854.7,71
650 - SPG Kuhkalb,2019-01-04,120.1444.9846.3,71
650 - SPG Kuhkalb,2019-01-04,120.1400.3555.6,71
650 - SPG Kuhkalb,2019-01-04,120.1332.0205.7,71
640 - SPG Stierkalb,2019-01-04,120.1422.6856.3,72
650 - SPG Kuhkalb,2019-01-04,120.1377.7832.9,72
650 - SPG Kuhkalb,2019-01-04,120.1349.3870.2,72
650 - SPG Kuhkalb,2019-01-04,120.1467.8767.1,72
640 - SPG Stierkalb,2019-01-04,120.1464.4212.9,73
640 - SPG Stierkalb,2019-01-04,120.1458.4583.9,73
640 - SPG Stierkalb,2019-01-04,120.1372.0727.0,73
640 - SPG Stierkalb,2019-01-04,120.1428.6491.8,73
650 - SPG Kuhkalb,2019-01-04,120.1437.3122.6,73
650 - SPG Kuhkalb,2019-01-04,120.1481.5091.6,73
640 - SPG Stierkalb,2019-01-04,120.1466.6662.4,74
650 - SPG Kuhkalb,2019-01-04,120.1397.2334.1,74
